loss,accuracy,val_loss,val_accuracy
0.3704691529273987,0.35662493109703064,1.5344250202178955,0.3455210328102112
0.3585037589073181,0.3564601242542267,2.170912981033325,0.3455210328102112
0.3503105044364929,0.37129202485084534,0.38773369789123535,0.3985374867916107
0.34883564710617065,0.37837839126586914,0.40136751532554626,0.3418647050857544
0.3468994200229645,0.3836519420146942,0.36084645986557007,0.38025593757629395
0.342070072889328,0.3892551064491272,0.3487769663333893,0.3546617925167084
0.3414439558982849,0.40408700704574585,0.3596469461917877,0.36197441816329956
0.34075650572776794,0.402768611907959,0.4544163644313812,0.28519195318222046
0.33731818199157715,0.41117337346076965,0.33652740716934204,0.4168190062046051
0.3374759256839752,0.3948582708835602,0.39817968010902405,0.3363802433013916
0.33416280150413513,0.4067237973213196,0.38364866375923157,0.3967093229293823
0.33321505784988403,0.40243902802467346,0.5279025435447693,0.36928701400756836
0.3290225565433502,0.4245220720767975,0.3479108214378357,0.38208410143852234
0.32776495814323425,0.4233684837818146,0.3496416211128235,0.3436928689479828
0.32699790596961975,0.42353329062461853,0.34342730045318604,0.38391223549842834
0.3253997266292572,0.4204021096229553,0.5891622304916382,0.4387568533420563
0.32162079215049744,0.43770599365234375,1.8888285160064697,0.4259597659111023
0.32062843441963196,0.43918919563293457,0.3578431010246277,0.3491773307323456
0.31718209385871887,0.4525378942489624,0.31768909096717834,0.46617916226387024
0.3165929615497589,0.44726434350013733,0.4093989431858063,0.37294334173202515
0.3179384171962738,0.4434739649295807,0.42989593744277954,0.29981717467308044
0.31244516372680664,0.45468029379844666,0.30892980098724365,0.4277879297733307
0.3094608783721924,0.4576466679573059,0.32098349928855896,0.38939669728279114
0.30730244517326355,0.46374422311782837,0.3296700716018677,0.4241316318511963
0.30766692757606506,0.4663810133934021,0.2958313524723053,0.4808043837547302
0.3047524690628052,0.46226105093955994,0.42871397733688354,0.23400366306304932
0.305009663105011,0.4734673798084259,0.33924195170402527,0.39488115906715393
0.30305981636047363,0.47445616126060486,0.92429518699646,0.3308957815170288
0.29710566997528076,0.4822017252445221,0.32992786169052124,0.47531992197036743
0.29526811838150024,0.4937376379966736,0.2995905578136444,0.46800732612609863
0.29007893800735474,0.5,0.3008987307548523,0.4917733073234558
0.28469112515449524,0.5205998420715332,0.2789134681224823,0.5173674821853638
0.28114381432533264,0.5202702879905701,0.3210020065307617,0.5265082120895386
0.2763108015060425,0.5390573740005493,0.285372257232666,0.4899451434612274
0.2720792293548584,0.5410349369049072,0.3260919451713562,0.5338208675384521
0.2680665850639343,0.5550428628921509,0.33759787678718567,0.4826325476169586
0.2649087607860565,0.5627884268760681,0.2580910921096802,0.5850091576576233
0.2597123086452484,0.5725115537643433,0.2898206412792206,0.5045703649520874
0.25446099042892456,0.5817402601242065,0.3268696069717407,0.5393053293228149
0.2441147416830063,0.6020105481147766,563.7701416015625,0.31078609824180603
0.23716957867145538,0.6062953472137451,0.4554723799228668,0.6087751388549805
0.23326332867145538,0.6191496253013611,0.30409544706344604,0.5228519439697266
0.2279016673564911,0.6366183161735535,0.3392522633075714,0.6014625430107117
0.22805818915367126,0.6382663249969482,0.23498384654521942,0.5978062152862549
0.22044146060943604,0.6433750987052917,0.29813721776008606,0.5521023869514465
0.20760348439216614,0.6679301261901855,0.6044406294822693,0.5923217535018921
0.204277902841568,0.6779828667640686,0.24879954755306244,0.5886654257774353
0.1949341595172882,0.6972643136978149,0.1947248876094818,0.678244948387146
0.18707796931266785,0.7083058953285217,0.18384535610675812,0.7111517190933228
0.1841879040002823,0.7158865928649902,0.18157657980918884,0.6946983337402344
0.17974302172660828,0.7270929217338562,0.19689644873142242,0.70566725730896
0.1776300072669983,0.7298945188522339,0.42314738035202026,0.678244948387146
0.1646638661623001,0.7526367902755737,0.2036074995994568,0.7129799127578735
0.16420531272888184,0.7526367902755737,0.17983940243721008,0.6873857378959656
0.15909810364246368,0.7631838917732239,0.28448808193206787,0.7276051044464111
0.15413542091846466,0.7778510451316833,0.28759217262268066,0.6855576038360596
0.13957911729812622,0.792847752571106,0.16519302129745483,0.8007312417030334
0.13548317551612854,0.8010876774787903,0.17817088961601257,0.7824497222900391
0.1319173276424408,0.805537223815918,0.13495299220085144,0.7787933945655823
0.12562820315361023,0.8206987380981445,0.14842171967029572,0.7989031076431274
0.11719391494989395,0.8375082612037659,0.11123345792293549,0.8427788019180298
0.10989607870578766,0.8424522280693054,0.13443204760551453,0.8135283589363098
0.10704902559518814,0.8478905558586121,0.1693653017282486,0.7751371264457703
0.1035102903842926,0.8442649841308594,0.20107141137123108,0.7166361808776855
0.09791229665279388,0.8551416993141174,0.11520904302597046,0.8226690888404846
0.09326466917991638,0.8556361198425293,0.16026070713996887,0.7531992793083191
0.08877626061439514,0.8567897081375122,0.13283675909042358,0.8043875694274902
0.08237894624471664,0.8767303824424744,0.0802638977766037,0.8574039936065674
0.08362535387277603,0.8637112975120544,0.09390870481729507,0.8555758595466614
0.08100065588951111,0.8765655755996704,0.2935824394226074,0.8171846270561218
0.08347087353467941,0.8676664233207703,0.154598668217659,0.8299817442893982
0.08255686610937119,0.8691496253013611,0.08980652689933777,0.8409506678581238
0.0685587227344513,0.8843111395835876,0.08916626870632172,0.868372917175293
0.07720847427845001,0.8711272478103638,0.7823507189750671,0.5703839063644409
0.06281891465187073,0.8932102918624878,0.11755538731813431,0.8244972825050354
