loss,accuracy,val_loss,val_accuracy
0.06643825024366379,0.8904086947441101,0.20050032436847687,0.7842778563499451
0.06876713782548904,0.8810151815414429,0.10238783806562424,0.8555758595466614
0.06412868946790695,0.8877719044685364,0.1483585685491562,0.808043897151947
0.062112826853990555,0.8943638801574707,0.1210591197013855,0.8153564929962158
0.060066480189561844,0.8950230479240417,0.13110440969467163,0.811700165271759
0.05401729419827461,0.8940342664718628,0.05546518787741661,0.8720292448997498
0.04889489710330963,0.9030982255935669,0.07415558397769928,0.8756855726242065
0.05021592974662781,0.9002966284751892,0.043077729642391205,0.8921389579772949
0.05112631618976593,0.8989782333374023,0.6177083253860474,0.6727604866027832
0.05906372517347336,0.8910679221153259,44.263755798339844,0.5923217535018921
0.053740244358778,0.8989782333374023,0.06492576003074646,0.8756855726242065
0.04803735762834549,0.9032630324363708,0.05898363143205643,0.8866544961929321
0.04248827323317528,0.912162184715271,0.06805720180273056,0.864716649055481
0.041656494140625,0.9029334187507629,0.15985985100269318,0.8884826302528381
0.04962274804711342,0.9096902012825012,0.19510754942893982,0.7440584897994995
0.0447876900434494,0.9167765378952026,0.2260429859161377,0.8756855726242065
0.04664729908108711,0.9111733436584473,0.04420959949493408,0.8848263025283813
0.028866566717624664,0.9215556979179382,0.09474785625934601,0.8610603213310242
0.039499152451753616,0.8999670147895813,0.3476409912109375,0.8208409547805786
0.05198400467634201,0.8978246450424194,0.10967817902565002,0.868372917175293
0.036876946687698364,0.911997377872467,0.034283678978681564,0.9012796878814697
0.03753247112035751,0.9180949330329895,0.053055550903081894,0.9177330732345581
0.03264680877327919,0.9184245467185974,0.01593811810016632,0.8939670920372009
0.03857415169477463,0.913974940776825,0.0815688818693161,0.8720292448997498
0.03365691378712654,0.9185892939567566,0.0752059742808342,0.8555758595466614
